Message,Datetime
東九龍走廊過海多車，龍尾：浙江街。  ,2015-01-06 HKT 14:00
鰂魚涌糖廠街一帶有水管更換工程，由現在至1600期間，禁止所有長逾8米的車輛由糖廠街左轉入海光街。,2015-01-06 HKT 13:55
油麻地加士居道天橋土瓜灣方向，近油麻地停車場段有壞車阻路，龍尾：水果批發市場。,2015-01-06 HKT 13:35
受較早前水管爆裂影響，九龍城賈炳達道往聯合道方向介乎龍崗道與城南街，全線現已封閉。,2015-01-06 HKT 13:25
較早前突發事件已清理，大角咀櫸樹街近富多來商場對開一段全線解封。,2015-01-06 HKT 13:10
受突發事件影響，大角咀櫸樹街近富多來商場對開一段全線封閉。受影響巴士路線須改道行駛。,2015-01-06 HKT 12:50
受爆水管影響，銅鑼灣道往東院道方向，近聖保祿學校對開一段全線封閉。車輛現時不能由高士威道轉入銅鑼灣道。受影響巴士路線須改道行駛，一帶交通擠塞。,2015-01-06 HKT 12:40
較早前東區走廊東行往杏花村方向，近海防博物館交通意外已清理，一帶交通回復正常。,2015-01-06 HKT 12:27
較早前鯉魚門道往油塘，近聖安當女書院交通意外已清理，一帶交通回復正常。,2015-01-06 HKT 12:07
東區走廊東行往杏花村方向，近海防博物館有交通意外，一帶擠塞。,2015-01-06 HKT 11:55
加士居道天橋往大角咀，龍尾：康莊道橋底。,2015-01-06 HKT 11:45
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-01-06 HKT 11:30
鯉魚門道往油塘，近聖安當女書院有交通意外，慢線解封，快線封閉，龍尾：藍田港鐵站。,2015-01-06 HKT 11:15
堅拿道天橋往海底隧道及香港仔隧道慢線往灣仔擠塞，龍尾：香港仔隧道灣仔出口。現時實施間歇性封閉。,2015-01-06 HKT 11:00
公主道往紅隧，龍尾：康莊道橋面。,2015-01-06 HKT 10:45
鯉魚門道往油塘，近聖安當女書院有交通意外，全線封閉，一帶車多。,2015-01-06 HKT 10:27
較早前太子道西往旺角方向，近聯合道中線意外已清理。,2015-01-06 HKT 10:25
太子道西往旺角方向，近聯合道的中線有意外，一帶車多。,2015-01-06 HKT 09:50
龍翔道往官塘方向，龍尾：蒲崗村道。,2015-01-06 HKT 09:40
較早前清水灣道往坪石方向，近彩雲邨對開燈位中線交通意外已清理。,2015-01-06 HKT 09:25
東區海底隧道九龍入口車多，龍尾：匯景花園。,2015-01-06 HKT 09:10
較早前大埔公路往九龍，近新城市廣場交通意外已清理，車龍有待消散，龍尾：沙田污水處理廠。,2015-01-06 HKT 08:55
清水灣道往坪石方向，近彩雲邨對開燈位的中線有交通意外，一帶車多。,2015-01-06 HKT 08:40
較早前石排灣道往薄扶林道方向，近華貴邨快線交通意外已清理，車龍有待消散，龍尾：香港仔魚類批發市場。,2015-01-06 HKT 08:35
大埔公路往九龍，近新城市廣場有交通意外，龍尾：沙田污水處理廠。,2015-01-06 HKT 08:22
石排灣道往薄扶林道方向，近華貴邨的快線有交通意外，龍尾：香港仔魚類批發市場。,2015-01-06 HKT 08:10
將軍澳隧道出觀塘擠塞，龍尾：電話機樓。,2015-01-06 HKT 08:00
獅子山隧道公路往九龍，龍尾：博康邨。,2015-01-06 HKT 07:45
公主道往紅隧，龍尾：康莊道橋面。,2015-01-06 HKT 07:30
受爆水管影響，旺角道往洗衣街方向，近砵蘭街的部分行車線封閉。,2015-01-06 HKT 07:19
受較早前爆水管影響，亞皆老街往大角咀方向，近洗衣街的部份行車線封閉。,2015-01-06 HKT 07:15
受較早前緊急水務維修影響，衙前圍道往旺角方向，介乎南角道與衙前塱道的慢線封閉。,2015-01-06 HKT 07:00
受較早前水管爆裂影響，九龍城賈炳達道往聯合道方向介乎龍崗道與城南街，全線現已封閉。,2015-01-06 HKT 06:45
受突發事故影響，大坑東道介乎桃源街至大坑西街一段，來回方向仍然全線封閉。,2015-01-07 HKT 20:25
觀塘繞道往將軍澳方向，近勵業街的意外清場，龍尾有待消散。,2015-01-07 HKT 20:10
今晚紅磡漆咸道北一帶有臨時工程，0130至0530期間，漆咸道北行車隧道會全線封閉；東九龍走廊南行 介乎北拱街至蕪湖街一段快線會封閉。,2015-01-07 HKT 20:00
較早前觀塘繞道往將軍澳方向，近勵業街對開中、快線的交通意外仍未清理，龍尾：九龍灣國際展貿中心；現時反方向往旺角的快線亦封閉，龍尾：麗港城。,2015-01-07 HKT 19:47
觀塘道往油塘方向，近開源道迴旋處一段擠塞，龍尾：九龍灣港鐵站。,2015-01-07 HKT 19:35
觀塘繞道往將軍澳方向，近勵業街對開中、快線有交通意外，龍尾：九龍灣國際展貿中心。,2015-01-07 HKT 19:17
受較早前清水灣道近牛池灣街市的交通意外影響，太子道東往觀塘方向龍尾：譽港灣。,2015-01-07 HKT 19:15
受較早前清水灣道近牛池灣街市的交通意外影響，龍翔道東行往觀塘方向龍尾：蒲崗村道；西行往旺角方向龍尾：觀塘道近啟業邨。,2015-01-07 HKT 19:00
較早前清水灣道往西貢方向，近牛池灣街市的交通意外已清理，全線解封，一帶仍然擠塞。,2015-01-07 HKT 18:52
清水灣道往西貢方向，近牛池灣街市有交通意外，全線封閉，龍尾：龍翔道近荷里活廣場。,2015-01-07 HKT 18:41
受突發事故影響，大坑東道介乎桃源街至大坑西街一段，來回方向全線封閉。,2015-01-07 HKT 18:28
較早前漆咸道南往加士居道方向，近康莊道橋底的交通意外已清理，第3、4線解封，車龍有待消散。,2015-01-07 HKT 18:22
東區海底隧道港島入口，龍尾：東港中心。,2015-01-07 HKT 18:15
漆咸道南往加士居道方向，近康莊道橋底有交通意外，第3、4線受阻，龍尾：蕪湖街。,2015-01-07 HKT 17:57
東九龍走廊往紅隧交通暫時正常。,2015-01-07 HKT 17:45
九龍城賈炳達道受爆水管影響，往聯合道方向，介乎龍崗道至城南街一段仍然全線封閉。,2015-01-07 HKT 17:30
加士居道天橋往大角咀方向車多，龍尾：康莊道橋底。,2015-01-07 HKT 17:15
受爆水管影響，旺角道往洗衣街方向，介乎砵蘭街與彌敦道一段的第四線仍然封閉。,2015-01-07 HKT 17:00
公主道往紅隧，龍尾：康莊道橋面。,2015-01-07 HKT 16:45
加士居道往紅隧方向交通正常。,2015-01-07 HKT 16:30
堅拿道天橋往紅隧，龍尾：香港仔隧道管道出口。,2015-01-07 HKT 16:15
紅磡海底隧道九龍入口，近收費廣場對開一段車多。,2015-01-07 HKT 16:00
北角電照街有工程，渣華道以北的一段電照街臨時實施單線雙程行車。(至1/4 1800),2015-01-07 HKT 15:45
窩打老道九龍塘段多車，往沙田方向，龍尾：九龍醫院。,2015-01-07 HKT 15:30
 告士打道東行過海，龍尾：華潤大廈；西行過海，龍尾：波斯富街。   ,2015-01-07 HKT 15:10
渡船街天橋過海，暫時交通正常。   ,2015-01-07 HKT 15:00
今晚跑馬地馬場有賽馬活動，開賽前一個半小時，黃泥涌道南行近皇后大道東至馬會上斜段會封閉。皇后大道東東行前往灣仔及跑馬地、摩理臣山道南行前往跑馬地、海底隧道前往皇后大道東則分別有改道措施。,2015-01-07 HKT 14:55
旺角道近砵蘭街因爆水管，往洗衣街方向第4線封閉。,2015-01-07 HKT 14:40
東九龍走廊過海，暫時交通正常。,2015-01-07 HKT 14:25
九龍城賈炳達道仍然受爆水管影響，往聯合道方向，介乎龍崗道至城南街一段仍然全線封閉。,2015-01-07 HKT 14:10
鰂魚涌糖廠街一帶有水管更換工程，由現在至1600期間，禁止所有長逾8米的車輛由糖廠街左轉入海光街。(至26/1),2015-01-07 HKT 13:55
灣仔區有新的交通安排：(i)所有車輛禁止由駱克道西行右轉菲林明道；(ii)所有長度逾10米的車輛由菲林明道北行)左轉駱克道。,2015-01-07 HKT 13:40
為配合渠務工程，介乎長沙灣保安道至順寧道的一段長發街臨時封閉，禁止所有車輛駛入。,2015-01-07 HKT 13:31
上環有水管工程，孖沙街至禧利街之間一段畢街，由早上十時至下午四時臨時封閉。,2015-01-07 HKT 13:00
受爆水管影響，旺角道往洗衣街方向，介平砵蘭街與彌敦道的第四線封閉。,2015-01-07 HKT 12:30
堅拿道天橋往海底隧道，龍尾：馬會大樓。,2015-01-07 HKT 12:00
公主道往紅隧，龍尾：康莊道橋面。,2015-01-07 HKT 11:30
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-01-07 HKT 11:15
受爆水管影響，九龍城賈炳達道往聯合道方向，介乎城南道與龍崗道之間的一段需全線封閉。,2015-01-07 HKT 11:00
香港仔隧道慢線往灣仔交通正常。,2015-01-07 HKT 10:45
較早前清水灣道往九龍方向，近打鼓嶺新村的交通意外已清理，一帶車多。,2015-01-07 HKT 10:30
較早前呈祥道往荃灣，近蝴蝶谷道口的意外已清理，龍尾：觀景台。,2015-01-07 HKT 10:13
呈祥道往荃灣，近蝴蝶谷道口有意外，龍尾：澤安邨。,2015-01-07 HKT 09:55
公主道往紅隧，龍尾：康莊道橋面。,2015-01-07 HKT 09:30
清水灣道往九龍方向，近打鼓嶺新村有交通意外，龍尾：科大迴旋處。,2015-01-07 HKT 09:16
較早前將軍澳道往觀塘繞道方向，近觀塘警署快線的交通意外已清理，龍尾：將軍澳游泳池。,2015-01-07 HKT 09:15
呈祥道往荃灣方向車多，龍尾：澤安邨。,2015-01-07 HKT 09:00
較早前屯門公路往九龍方向，近深井的中，快線的交通意外已清理，龍尾：小欖。,2015-01-07 HKT 08:43
較早前獅子山隧道公路往九龍方向，近紅梅谷路對開慢線的交通意外已清理，龍尾：威爾斯親王醫院。,2015-01-07 HKT 08:38
將軍澳道往觀塘繞道方向，近觀塘警署的快線有交通意外，龍尾：將軍澳隧道公路近環保大道迴旋處。,2015-01-07 HKT 08:19
屯門公路往九龍方向，近深井的中，快線有交通意外，龍尾：青龍頭。,2015-01-07 HKT 08:15
較早前受爆水管影響而封閉的，亞皆老街往大角咀方向，近洗衣街的受阻行車線已重開。,2015-01-07 HKT 08:09
獅子山隧道公路往九龍方向，近紅梅谷路對開慢線有交通意外，龍尾：博康邨。,2015-01-07 HKT 08:06
較早前筲箕灣道近太康街的交通意外已清理，交通回復正常。,2015-01-07 HKT 07:57
大埔公路往九龍，近大圍一段擠塞，龍尾：駿景園。,2015-01-07 HKT 07:40
筲箕灣道近太康街有交通意外，來回方向的交通都受阻，一帶擠塞。,2015-01-07 HKT 07:25
公主道往紅隧，龍尾：康莊道橋面。,2015-01-07 HKT 07:15
受較早前水管爆裂影響，九龍城賈炳達道往聯合道方向介乎龍崗道與城南街，全線現已封閉。,2015-01-07 HKT 07:00
較早前爆水管已清理，銅鑼灣道往東院道方向，近聖保祿學校對開一段全線解封。,2015-01-07 HKT 06:46
較早前緊急水務維修已完成，九龍城衙前圍道往旺角方向，介乎南角道與衙前塱道的慢線解封。,2015-01-07 HKT 06:45
龍翔道往荃灣方向，近新光中心對開較早前因意外，一帶交通曾經擠塞，現已清場，一帶交通回復正常。,2015-01-08 HKT 20:05
尖沙咀九龍公園徑往佐敦方向，近北京道燈位快線有意外，交通略為擠塞。,2015-01-08 HKT 19:50
龍翔道往荃灣，近新港中心中線有交通意外，龍尾：星河明居。,2015-01-08 HKT 19:34
較早前呈祥道往荃灣，蘇屋邨對開慢線意外己清理，消散中的龍尾：觀景台。,2015-01-08 HKT 19:27
大老山隧道九龍入口，龍尾：彩虹隔音屏。,2015-01-08 HKT 19:15
干諾道中東行往灣仔近大會堂一段擠塞，龍尾：國際金融中心。,2015-01-08 HKT 19:00
因交通意外，尖沙咀北京道的車輛不能左轉亞士厘道。,2015-01-08 HKT 18:41
呈祥道往荃灣，近蘇屋邨對開慢線有壞車阻路，龍尾：澤安邨。,2015-01-08 HKT 18:30
告士打道東行過海方向擠塞，龍尾：夏愨道紅十字會總部。,2015-01-08 HKT 18:15
渡船街天橋往加士居道方向，近駿發花園一段擠塞，龍尾：果欄。,2015-01-08 HKT 18:00
較早前窩打老道往沙田方向，近油站慢線壞車已拖走，一帶交通回復正常。,2015-01-08 HKT 17:46
窩打老道往沙田方向，近油站慢線有壞車阻路，一帶車多。,2015-01-08 HKT 17:31
加士居道往紅隧方向交通正常。,2015-01-08 HKT 17:15
較早前因爆水管影響而封閉的九龍城賈炳達道往聯合道方向，介乎龍崗道與城南街一段全線現已解封。,2015-01-08 HKT 17:02
堅拿道天橋南行去禮頓道方向擠塞，龍尾：灣仔交匯處，,2015-01-08 HKT 16:45
較早前德士古道迴旋處障礙物已清理，一帶交通回復正常。,2015-01-08 HKT 16:33
較早前龍翔道往荃灣方向，近獅子山隧道公路對開壞車已拖走，一帶交通回復正常。,2015-01-08 HKT 16:29
堅拿道天橋過海，龍尾：香港仔隧道管道出口。,2015-01-08 HKT 16:15
龍翔道往荃灣方向，近獅子山隧道公路對開有壞車，一帶車多。,2015-01-08 HKT 15:58
德士古道迴旋處有障礙物，部分行車線受阻，一帶車多，駕駛人士經過請小心。,2015-01-08 HKT 15:42
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-01-08 HKT 15:30
為配合道路工程，直至下午四時，介乎上環孖沙街至禧利街之間的一段畢街需暫時封閉，禁止所有車輛駛入。,2015-01-08 HKT 15:15
受較早前爆水管影響，九龍城賈炳達道往聯合道方向，介乎龍崗道與城南街一段全線仍然封閉。,2015-01-08 HKT 15:00
較早前太子道西往旺角方向，近露明道對開第2線的交通意外已清理，一帶交通回復正常。,2015-01-08 HKT 14:42
太子道西往旺角方向，近露明道對開第2線有交通意外，一帶車多。,2015-01-08 HKT 14:28
較早前受交通意外影響的電車東行線，由船街至天樂里之間的服務回復正常。,2015-01-08 HKT 14:21
受交通意外影響，電車東行線由船街至天樂里之間的服務暫停。,2015-01-08 HKT 14:13
公主道往紅隧，龍尾：康莊道橋面。,2015-01-08 HKT 14:00
東九龍走廊往紅隧，龍尾：溫斯勞街。,2015-01-08 HKT 13:45
為配合水管更換工程，大埔公路(沙田段)南行往九龍方向，近蔚景園的支路部份慢線暫時封閉。,2015-01-08 HKT 13:30
堅拿道天橋往紅隧，龍尾：香港仔隧道管道出口。,2015-01-08 HKT 13:15
為配合中環灣仔繞道的建造工程，連接民寶街與金融街(東行)的臨時支路仍然封閉，禁止所有車輛駛入。,2015-01-08 HKT 13:00
較早前大老山隧道往九龍方向，管道內快線的壞車已拖走，一帶交通回復正常。,2015-01-08 HKT 12:49
較早前楊屋道往荃灣大會堂方向，近橫龍街的交通意外已清理，全線解封，車龍有待消散。,2015-01-08 HKT 12:47
大老山隧道往九龍方向，管道內快線有壞車阻路，龍尾：收費廣場。,2015-01-08 HKT 12:22
較早前楊屋道往荃灣大會堂方向，近橫龍街的交通意外仍未清理，但現時快線解封。,2015-01-08 HKT 12:20
楊屋道往荃灣大會堂方向，近橫龍街有交通意外，全線封閉，龍尾：荃青交匯處。,2015-01-08 HKT 12:13
